[2009/05/24 23:49:03; ip=84.2.186.99] as?#Nem.
[2010/12/07 19:16:51; ip=84.0.232.83] fiu ?#Nem.
[2010/12/07 19:16:57; ip=84.0.232.83] idős?#Nem.
[2010/12/07 19:17:08; ip=84.0.232.83] médiaszereplő?#Igen.
[2010/12/07 19:17:11; ip=84.0.232.83] magyar?#Igen.
[2010/12/07 19:17:25; ip=84.0.232.83] tévés személyiség?#Igen.
[2010/12/07 19:17:49; ip=84.0.232.83] mtv-n van műsora?#Igen.
[2010/12/07 19:17:58; ip=84.0.232.83] reggeli műsor?#Igen.
[2010/12/07 19:18:05; ip=84.0.232.83] híradózik is?#Nem.
[2010/12/07 19:18:11; ip=84.0.232.83] nemtudom?#Nem.
[2010/12/18 21:05:00; ip=77.234.68.104] hány éves?#Eldöntendő kérdést kérek.
[2010/12/18 21:05:09; ip=77.234.68.104] férfi?#Igen.
[2010/12/18 21:05:19; ip=77.234.68.104] műsorvezető?#Nem.
[2010/12/18 21:05:22; ip=77.234.68.104] színész?#Nem.
[2010/12/18 21:05:26; ip=77.234.68.104] magyar?#Igen.
[2010/12/18 21:05:30; ip=77.234.68.104] híres ember?#Igen.
[2010/12/18 21:05:33; ip=77.234.68.104] Élő?#Igen.
[2010/12/18 21:05:46; ip=77.234.68.104] politikus?#Igen.
[2010/12/18 21:05:52; ip=77.234.68.104] kormánypárti?#Nem.
[2010/12/18 21:05:56; ip=77.234.68.104] fideszes?#Igen.
[2010/12/18 21:06:01; ip=77.234.68.104] le vagy maradva?#Igen.
[2010/12/18 21:06:08; ip=77.234.68.104] orbán viktor?#Nem.
[2010/12/18 21:06:14; ip=77.234.68.104] polgármester?#Igen.
[2010/12/18 21:06:18; ip=77.234.68.104] budapesten?#Nem.
[2010/12/18 21:06:22; ip=77.234.68.104] kósa lajos?#Igen.
[2010/12/18 21:06:33; ip=77.234.68.104] kósa lajos?#Nem.
[2010/12/18 21:06:34; ip=77.234.68.104] kósa lajos?#Nem.
[2010/12/18 23:15:17; ip=89.133.80.223] férfi?#Igen.
[2010/12/18 23:15:37; ip=89.133.80.223] idősebb mint én?#Igen.
[2010/12/18 23:16:07; ip=89.133.80.223] én idős vagyok?#Nem.
[2010/12/18 23:16:20; ip=89.133.80.223] én fiatal vagyok?#Igen.
[2010/12/18 23:16:27; ip=89.133.80.223] én gyerek vagyok?#Nem.
[2010/12/18 23:16:38; ip=89.133.80.223] én felnőtt vagyok?#Nem.
[2010/12/18 23:16:51; ip=89.133.80.223] bukta?#Igen.
[2010/12/18 23:16:59; ip=89.133.80.223] na ez az?#Nem.
[2010/12/18 23:17:06; ip=89.133.80.223] dede?#Igen.
[2010/12/21 15:37:42; ip=91.83.173.74] férfi?#Nem.
[2010/12/21 15:37:47; ip=91.83.173.74] nő?#Igen.
[2010/12/21 15:37:57; ip=91.83.173.74] híresség?#Nem.
[2010/12/21 15:38:05; ip=91.83.173.74] fiatal?#Igen.
[2010/12/21 15:38:18; ip=91.83.173.74] 30 alatti?#Nem.
[2010/12/21 15:38:25; ip=91.83.173.74] 40alatti?#Nem.
[2010/12/21 15:38:34; ip=91.83.173.74] magyar?#Igen.
[2010/12/21 15:38:45; ip=91.83.173.74] szőke?#Nem.
[2010/12/21 15:38:49; ip=91.83.173.74] barna?#Nem.
[2010/12/21 15:39:22; ip=91.83.173.74] vörös?#Nem.
[2010/12/21 15:39:27; ip=91.83.173.74] fekete?#Nem.
[2010/12/21 15:39:34; ip=91.83.173.74] rövid hajú?#Nem.
[2010/12/21 15:39:45; ip=91.83.173.74] hosszú hajú?#Igen.
[2010/12/21 15:40:01; ip=91.83.173.74] festett haj?#Nem.
[2010/12/21 15:40:49; ip=91.83.173.74] festett hajú?#Igen.
[2010/12/21 15:40:58; ip=91.83.173.74] szőke hajú?#Igen.
[2010/12/21 15:41:06; ip=91.83.173.74] celeb?#Nem.
[2010/12/21 15:41:13; ip=91.83.173.74] színésznő?#Igen.
[2010/12/21 15:41:24; ip=91.83.173.74] filmszínésznő?#Nem.
[2010/12/21 15:41:26; ip=91.83.173.74] film színésznő?#Igen.
[2010/12/21 15:41:46; ip=91.83.173.74] 30év alatti?#Nem.
[2010/12/21 15:41:51; ip=91.83.173.74] 30 év alatti?#Igen.
[2010/12/21 15:41:57; ip=91.83.173.74] 29 év alatti?#Nem.
[2010/12/21 15:42:07; ip=91.83.173.74] 29 év feletti?#Igen.
[2010/12/21 15:43:14; ip=91.83.173.74] játszik a jóban rosszban ban?#Igen.
[2010/12/21 15:43:49; ip=91.83.173.74] szorcsik viktoria?#Igen.
[2010/12/21 15:43:59; ip=91.83.173.74] férfi?#Nem.
[2010/12/21 15:44:02; ip=91.83.173.74] nő?#Igen.
[2010/12/21 15:44:08; ip=91.83.173.74] szorcsik viki?#Eldöntendő kérdést kérek.
[2010/12/21 15:44:18; ip=91.83.173.74] szorcsik viktoria?#Igen.
[2010/12/21 15:44:26; ip=91.83.173.74] szorcsik viktoria?#Nem.
[2010/12/21 15:44:35; ip=91.83.173.74] férfi?#Igen.
[2010/12/22 23:56:39; ip=84.236.2.121] daw?#Nem.
[2010/12/22 23:56:49; ip=84.236.2.121] xd?#Nem.
[2010/12/22 23:57:40; ip=84.236.2.121] igen?#Igen.
[2010/12/22 23:57:43; ip=84.236.2.121] nem?#Igen.
[2010/12/22 23:57:52; ip=84.236.2.121] fekete ez vagy fehér?#Nem.
[2010/12/26 21:25:08; ip=188.36.78.90] tudod ki vagyok?#Eldöntendő kérdést kérek.
[2010/12/26 21:25:11; ip=188.36.78.90] tudod ki vagyok?#Eldöntendő kérdést kérek.
[2010/12/26 21:25:15; ip=188.36.78.90] te tudod ki vagyok?#Eldöntendő kérdést kérek.
[2010/12/26 21:25:20; ip=188.36.78.90] te tudod, hogy ki vagyok?#Eldöntendő kérdést kérek.
[2010/12/26 21:25:24; ip=188.36.78.90] kék az ég?#Nem.
[2010/12/26 21:25:27; ip=188.36.78.90] kék az ég?#Nem.
[2010/12/26 21:25:29; ip=188.36.78.90] kék az ég?#Nem.
[2010/12/26 21:25:34; ip=188.36.78.90] zöld a fú?#Igen.
[2010/12/26 21:25:37; ip=188.36.78.90] zöld a fű?#Nem.
[2011/01/04 08:04:39; ip=193.225.125.131] mi?#Eldöntendő kérdést kérek.
[2011/01/04 08:04:46; ip=193.225.125.131] jessica alba?#Igen.
[2011/01/04 08:04:56; ip=193.225.125.131] mennyi 34?#Eldöntendő kérdést kérek.
[2011/01/04 08:04:57; ip=193.225.125.131] mennyi 34?#Eldöntendő kérdést kérek.
[2011/01/04 08:04:58; ip=193.225.125.131] mennyi 34?#Eldöntendő kérdést kérek.
[2011/01/04 08:04:58; ip=193.225.125.131] mennyi 34?#Eldöntendő kérdést kérek.
[2011/01/04 08:04:58; ip=193.225.125.131] mennyi 34?#Eldöntendő kérdést kérek.
[2011/01/09 23:25:06; ip=78.92.247.174] ki vagyok?#Eldöntendő kérdést kérek.
[2011/01/09 23:25:27; ip=78.92.247.174] gyurcsány?#Nem.
[2011/01/09 23:25:33; ip=78.92.247.174] vágó?#Nem.
[2011/01/09 23:25:37; ip=78.92.247.174] istván?#Igen.
[2011/01/09 23:25:43; ip=78.92.247.174] milyen?#Eldöntendő kérdést kérek.
[2011/01/09 23:25:47; ip=78.92.247.174] vágó?#Nem.
[2011/01/09 23:26:24; ip=78.92.247.174] most?#Igen.
[2011/01/15 22:53:55; ip=84.2.233.157] nő?#Igen.
[2011/01/15 22:54:02; ip=84.2.233.157] idős?#Nem.
[2011/01/15 22:54:09; ip=84.2.233.157] házas?#Igen.
[2011/01/15 22:54:15; ip=84.2.233.157] béla?#Nem.
[2011/01/15 22:54:18; ip=84.2.233.157] judit?#Nem.
[2011/01/15 22:54:36; ip=84.2.233.157] lezbi?#Nem.
[2011/01/15 22:54:42; ip=84.2.233.157] paraszt?#Nem.
[2011/01/15 22:54:45; ip=84.2.233.157] okos?#Igen.
[2011/01/15 22:54:53; ip=84.2.233.157] doktor?#Nem.
[2011/01/15 22:54:55; ip=84.2.233.157] doktorszép?#Igen.
[2011/01/15 22:55:00; ip=84.2.233.157] szép?#Nem.
[2011/01/15 22:55:05; ip=84.2.233.157] jhgtuihrfkig?#Igen.
[2011/01/15 22:55:18; ip=84.2.233.157] hülye?#Nem.
[2011/01/15 22:55:20; ip=84.2.233.157] hülyehuh?#Igen.
[2011/01/15 22:55:24; ip=84.2.233.157] hülye?#Nem.
[2011/01/15 22:55:26; ip=84.2.233.157] hülyej?#Igen.
[2011/01/15 22:55:31; ip=84.2.233.157] okosi?#Igen.
[2011/01/15 22:55:35; ip=84.2.233.157] okos?#Igen.
[2011/01/15 22:55:38; ip=84.2.233.157] okoskik?#Nem.
[2011/01/18 13:27:12; ip=81.182.249.184] 33?#Nem.
[2011/01/18 13:27:19; ip=195.228.229.6] tomi az igazi nevem?#Eldöntendő kérdést kérek.
[2011/01/18 13:27:25; ip=195.228.229.6] tomi az igazi nevem?#Eldöntendő kérdést kérek.
[2011/01/18 13:27:29; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:30; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:31; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:31; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:31; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:31; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:31; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:32; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:32; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:32; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:32; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:32; ip=195.228.229.6] fff?#Igen.
[2011/01/18 13:27:35; ip=195.228.229.6] ff?#Nem.
[2011/02/02 15:33:08; ip=87.229.2.180] magyar?#Nem.
[2011/02/02 15:33:15; ip=87.229.2.180] európai?#Igen.
[2011/02/02 15:33:40; ip=87.229.2.180] férfi?#Igen.
[2011/02/02 15:33:48; ip=87.229.2.180] élő?#Igen.
[2011/02/02 15:34:00; ip=87.229.2.180] 60 évnél fiatalabb?#Nem.
[2011/02/02 15:34:05; ip=87.229.2.180] 70 évnél fiatalabb?#Igen.
[2011/02/02 15:34:56; ip=87.229.2.180] politikus?#Nem.
[2011/02/02 15:35:05; ip=87.229.2.180] közszereplő?#Nem.
[2011/02/02 15:35:11; ip=87.229.2.180] híres?#Igen.
[2011/02/02 15:35:26; ip=87.229.2.180] foglalkozása lényeges?#Igen.
[2011/02/02 15:35:36; ip=87.229.2.180] szellemi foglalkozású?#Eldöntendő kérdést kérek.
[2011/02/02 15:35:50; ip=87.229.2.180] szellemi munkás?#Eldöntendő kérdést kérek.
[2011/02/02 15:36:06; ip=87.229.2.180] sportoló?#Nem.
[2011/02/02 15:36:16; ip=87.229.2.180] művészettel kapcsolatos?#Igen.
[2011/02/02 15:36:25; ip=87.229.2.180] zeneművészet?#Igen.
[2011/02/02 15:36:33; ip=87.229.2.180] előadó?#Nem.
[2011/02/02 15:36:42; ip=87.229.2.180] szerző?#Igen.
[2011/02/02 15:37:05; ip=87.229.2.180] zeneszerző?#Igen.
[2011/02/02 15:37:20; ip=87.229.2.180] egy hangszerre ír darabot?#Igen.
[2011/02/02 15:37:30; ip=87.229.2.180] billentyűs hangszer?#Igen.
[2011/02/02 15:37:34; ip=87.229.2.180] zongora?#Igen.
[2011/02/02 15:38:14; ip=87.229.2.180] szláv?#Igen.
[2011/02/02 15:38:18; ip=87.229.2.180] orosz?#Igen.
[2011/02/02 15:38:41; ip=87.229.2.180] ismert?#Igen.
[2011/02/02 15:38:50; ip=87.229.2.180] magyarországon járt?#Nem.
[2011/02/02 15:39:00; ip=87.229.2.180] orosz zeneszerző?#Igen.
[2011/02/02 15:40:26; ip=87.229.2.180] van híres darabja?#Igen.
[2011/02/02 15:40:34; ip=87.229.2.180] orosz zeneszerző?#Nem.
[2011/02/04 11:54:21; ip=85.67.221.22] legyek taxis?#Nem.
[2011/02/04 11:54:28; ip=85.67.221.22] legyek taxis?#Igen.
[2011/02/04 11:54:32; ip=85.67.221.22] legyek taxis?#Nem.
[2011/02/04 11:54:34; ip=85.67.221.22] legyek taxis?#Igen.
[2011/03/05 21:19:03; ip=46.107.204.228] df?#Igen.
[2011/03/05 21:19:10; ip=46.107.204.228] sajt?#Igen.
[2011/03/05 21:19:15; ip=46.107.204.228] igen?#Igen.
[2011/03/05 21:19:20; ip=46.107.204.228] nem?#Igen.
[2011/03/05 21:19:31; ip=46.107.204.228] évszám?#Igen.
[2011/03/05 21:19:36; ip=46.107.204.228] 1983?#Nem.
[2011/03/05 21:19:44; ip=46.107.204.228] nagyobb?#Nem.
[2011/03/05 21:19:51; ip=46.107.204.228] kisebb?#Igen.
[2011/03/05 21:20:00; ip=46.107.204.228] 1990?#Nem.
[2011/03/05 21:20:09; ip=46.107.204.228] 1950?#Igen.
[2011/03/05 21:20:16; ip=46.107.204.228] 1951?#Igen.
[2011/03/05 21:20:18; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:20; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:21; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:22; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:22; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:22; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:23; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:23; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:23; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/05 21:20:24; ip=46.107.204.228] 1952?#Nem.
[2011/03/12 23:25:03; ip=79.121.2.209] szeret?#Igen.
[2011/03/12 23:25:20; ip=79.121.2.209] hiányzom neki?#Eldöntendő kérdést kérek.
[2011/03/12 23:25:35; ip=79.121.2.209] hiányol?#Nem.
[2011/03/12 23:25:50; ip=79.121.2.209] iszik?#Igen.
[2011/04/01 22:05:50; ip=217.113.51.242] bgf?#Igen.
[2011/05/03 00:20:14; ip=94.44.123.159] arany jános?#Igen.
[2011/05/27 11:38:44; ip=91.82.180.165] férfi?#Igen.
[2011/05/27 11:38:53; ip=91.82.180.165] 40 évnél idősebb?#Igen.
[2011/05/27 11:38:58; ip=91.82.180.165] élő?#Igen.
[2011/05/27 11:39:03; ip=91.82.180.165] híres?#Nem.
[2011/06/04 12:13:29; ip=81.182.187.222] andrás?#Nem.
[2011/06/04 12:13:32; ip=81.182.187.222] andrás?#Nem.
[2011/06/04 12:13:36; ip=81.182.187.222] andrás?#Nem.
[2011/06/27 20:17:29; ip=46.107.154.244] Ötlet by andrás?#Nem.
[2011/06/27 20:17:31; ip=46.107.154.244] Ötlet by andrás?#Nem.
[2011/06/27 20:17:40; ip=46.107.154.244] dóri szeret engem?#Nem.
[2011/06/27 20:17:47; ip=46.107.154.244] tényleg?#Igen.
[2011/06/27 20:17:56; ip=46.107.154.244] utál?#Igen.
[2011/06/27 20:18:00; ip=46.107.154.244] nagyon?#Igen.
[2011/06/27 20:18:15; ip=46.107.154.244] ugye ez csakvicc?#Nem.
[2011/06/27 20:18:27; ip=46.107.154.244] Én szeretem őt?#Igen.
[2011/06/27 20:18:36; ip=46.107.154.244] és ő meg nem?#Nem.
[2011/06/27 20:18:43; ip=46.107.154.244] akkor?#Nem.
[2011/06/27 20:19:21; ip=46.107.154.244] és ádám engem?#Igen.
[2011/06/27 20:19:30; ip=46.107.154.244] én őt?#Nem.
[2011/06/27 20:19:50; ip=46.107.154.244] de ténnyleg nem?#Nem.
[2011/06/27 20:20:01; ip=46.107.154.244] és honnan tudod?#Eldöntendő kérdést kérek.
[2011/06/27 20:20:07; ip=46.107.154.244] kabe?#Igen.
[2011/06/27 20:20:17; ip=46.107.154.244] te  szeretsz?#Nem.
[2011/06/27 20:20:21; ip=46.107.154.244] oké?#Igen.
[2011/06/27 20:20:40; ip=46.107.154.244] dóri szeret-e szexelni?#Nem.
[2011/06/27 20:20:59; ip=46.107.154.244] és ezért nem szeret engem?#Igen.
[2011/06/27 20:21:13; ip=46.107.154.244] és ádám szeret?#Igen.
[2011/06/27 20:23:28; ip=46.107.154.244] szeretem?#Nem.
[2011/06/27 20:23:41; ip=46.107.154.244] ádám engem?#Igen.
[2011/06/27 20:23:48; ip=46.107.154.244] szeretem?#Nem.
[2011/06/27 20:23:53; ip=46.107.154.244] szeretem?#Nem.
[2011/06/27 20:23:58; ip=46.107.154.244] ádám?#Igen.
[2011/06/27 20:24:10; ip=46.107.154.244] dóri szereti ádámot?#Igen.
[2011/06/27 20:24:24; ip=46.107.154.244] dóri szereti ădámot?#Nem.
[2011/06/27 20:24:30; ip=46.107.154.244] dóri szereti ádámot?#Igen.
[2011/06/27 20:24:37; ip=46.107.154.244] dóri szereti ádámot?#Igen.
[2011/06/27 20:24:53; ip=46.107.154.244] szeretem?#Nem.
[2011/06/27 20:24:59; ip=46.107.154.244] ige?#Igen.
[2011/06/27 20:25:02; ip=46.107.154.244] igen?#Nem.
[2011/06/27 20:25:08; ip=46.107.154.244] nem?#Nem.
[2011/06/27 20:25:15; ip=46.107.154.244] igen?#Nem.
[2011/06/27 20:25:19; ip=46.107.154.244] igen nem?#Igen.
[2011/07/03 21:57:32; ip=82.131.138.244] ki vagyok én?#Eldöntendő kérdést kérek.
[2011/07/03 21:57:50; ip=82.131.138.244] Én vagyok az okosabb?#Igen.
[2011/07/03 21:57:55; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:00; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:01; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:01; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:02; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:02; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:02; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:03; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:03; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:03; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:03; ip=82.131.138.244] tuti?#Nem.
[2011/07/03 21:58:08; ip=82.131.138.244] miért?#Eldöntendő kérdést kérek.
[2011/07/03 21:58:14; ip=82.131.138.244] csak?#Nem.
[2011/07/03 21:58:19; ip=82.131.138.244] hülye vagy?#Nem.
[2011/07/03 21:58:20; ip=82.131.138.244] hülye vagy?#Nem.
[2011/07/03 21:58:21; ip=82.131.138.244] hülye vagy?#Nem.
[2011/07/04 12:01:21; ip=92.249.241.234] szeretsz?#Nem.
[2011/07/04 12:01:26; ip=92.249.241.234] szeretsz?#Nem.
[2011/07/04 12:01:28; ip=92.249.241.234] szeretsz?#Nem.
[2011/07/04 12:01:28; ip=92.249.241.234] szeretsz?#Nem.
[2011/07/04 12:01:28; ip=92.249.241.234] szeretsz?#Nem.
[2011/07/04 12:01:28; ip=92.249.241.234] szeretsz?#Nem.
[2011/07/04 12:01:29; ip=92.249.241.234] szeretsz?#Nem.
[2011/07/04 12:01:38; ip=92.249.241.234] milyen színú az ég?#Eldöntendő kérdést kérek.
[2011/07/04 12:01:44; ip=92.249.241.234] zöld színú az ég?#Nem.
[2011/07/04 12:01:48; ip=92.249.241.234] kék színú az ég?#Nem.
[2011/07/13 00:16:08; ip=94.21.217.1] hülyevagyok?#Nem.
[2011/07/13 00:16:16; ip=94.21.217.1] buzi vagyok?#Igen.
[2011/07/13 00:16:32; ip=94.21.217.1] közepes tanuló vagyok?#Igen.
[2011/07/13 00:16:44; ip=94.21.217.1] szerelmes vagyok?#Igen.
[2011/07/13 00:16:52; ip=94.21.217.1] istvánba?#Igen.
[2011/07/13 00:17:00; ip=94.21.217.1] katiba?#Igen.
[2011/07/13 00:17:10; ip=94.21.217.1] nagy a farkam?#Nem.
[2011/07/13 00:17:18; ip=94.21.217.1] kicsi a mellem?#Nem.
[2011/07/13 00:17:24; ip=94.21.217.1] nagy a mellem?#Nem.
[2011/07/13 00:17:29; ip=94.21.217.1] mellem?#Igen.
[2011/07/13 00:17:29; ip=94.21.217.1] mellem?#Igen.
[2011/07/13 00:17:30; ip=94.21.217.1] mellem?#Igen.
[2011/07/13 00:17:30; ip=94.21.217.1] mellem?#Igen.
[2011/07/13 00:17:36; ip=94.21.217.1] buzi?#Igen.
[2011/07/13 00:17:41; ip=94.21.217.1] gay?#Igen.
[2011/07/13 00:17:58; ip=94.21.217.1] ki az aki eszik?#Eldöntendő kérdést kérek.
[2011/07/13 00:18:16; ip=94.21.217.1] kopaszt szeretem?#Nem.
[2011/07/13 00:18:22; ip=94.21.217.1] hosszút?#Nem.
[2011/07/13 00:18:26; ip=94.21.217.1] hosszú hajút?#Igen.
[2011/07/13 00:19:13; ip=94.21.217.1] józsit szerettem?#Igen.
[2011/07/13 00:19:21; ip=94.21.217.1] ma szeretem még józsit?#Igen.
[2011/07/13 00:19:42; ip=94.21.217.1] jobban szeretem istvánt mint józsit?#Nem.
[2011/07/13 00:19:50; ip=193.188.195.146] nem?#Igen.
[2011/07/13 00:19:58; ip=94.21.217.1] józsinak nagy farka volt?#Igen.
[2011/07/13 00:20:19; ip=193.188.195.146] várkonyi andrás?#Igen.
[2011/07/13 00:20:51; ip=94.21.217.1] szeretem istent?#Igen.
[2011/07/13 00:21:00; ip=94.21.217.1] szeret engem apám?#Nem.
[2011/07/13 00:21:04; ip=94.21.217.1] anyám?#Igen.
[2011/07/13 00:21:07; ip=94.21.217.1] mamám?#Nem.
[2011/07/13 00:21:16; ip=94.21.217.1] bálint szeret?#Igen.
[2011/07/13 00:21:28; ip=94.21.217.1] szerelemes belém bálint?#Nem.
[2011/07/13 00:21:46; ip=94.21.217.1] megdugna bálint?#Igen.
[2011/07/18 14:18:02; ip=84.3.245.145] andrás?#Nem.
[2011/07/18 14:18:07; ip=84.3.245.145] élő?#Igen.
[2011/07/18 14:18:12; ip=84.3.245.145] férfi?#Igen.
[2011/07/18 14:18:15; ip=84.3.245.145] nő,?#Igen.
[2011/07/18 14:18:23; ip=84.3.245.145] hermafrodita?#Nem.
[2011/07/18 14:18:29; ip=84.3.245.145] lány?#Igen.
[2011/07/18 14:18:35; ip=84.3.245.145] fiú?#Nem.
[2011/07/18 14:18:44; ip=84.3.245.145] nő?#Nem.
[2011/07/18 14:18:50; ip=84.3.245.145] nő?ss#Nem.
[2011/07/18 14:19:02; ip=84.3.245.145] állat?#Nem.
[2011/07/18 14:19:04; ip=84.3.245.145] állat?ember?#Igen.
[2011/07/18 14:19:10; ip=84.3.245.145] ember?#Igen.
[2011/07/18 14:19:16; ip=84.3.245.145] magyar?#Nem.
[2011/07/18 14:19:20; ip=84.3.245.145] amerikai?#Nem.
[2011/07/18 14:19:24; ip=84.3.245.145] angol?#Nem.
[2011/07/18 14:19:27; ip=84.3.245.145] német?#Nem.
[2011/07/18 14:19:30; ip=84.3.245.145] halott?#Igen.
[2011/07/18 14:19:34; ip=84.3.245.145] híres?#Igen.
[2011/07/18 14:19:38; ip=84.3.245.145] író?#Nem.
[2011/07/18 14:19:46; ip=84.3.245.145] színész?#Nem.
[2011/07/18 14:19:50; ip=84.3.245.145] zenész?#Igen.
[2011/07/18 14:19:53; ip=84.3.245.145] ismerem?#Igen.
[2011/07/18 14:20:02; ip=84.3.245.145] spanyol?#Igen.
[2011/07/18 14:20:10; ip=84.3.245.145] híres?#Igen.
[2011/07/18 14:20:20; ip=84.3.245.145] híres spanyol zenész?#Nem.
[2011/07/18 14:20:29; ip=84.3.245.145] híres spanyol?#Nem.
[2011/07/18 14:20:33; ip=84.3.245.145] híres?#Igen.
[2011/07/18 14:20:38; ip=84.3.245.145] zenész?#Igen.
[2011/07/18 14:20:45; ip=84.3.245.145] spanyol?#Igen.
[2011/07/18 14:22:02; ip=84.3.245.145] gazdag?#Nem.
[2011/07/18 14:22:09; ip=84.3.245.145] szegény?#Nem.
[2011/07/18 14:22:17; ip=84.3.245.145] gitározik?#Igen.
[2011/07/18 14:22:21; ip=84.3.245.145] santana?#Nem.
[2011/07/18 14:22:29; ip=84.3.245.145] carulli?#Nem.
[2011/07/18 14:22:33; ip=84.3.245.145] carcassi?#Nem.
[2011/07/18 14:22:51; ip=84.3.245.145] brit?#Nem.
[2011/07/18 14:22:54; ip=84.3.245.145] orosz?#Igen.
[2011/07/21 07:06:04; ip=213.16.111.72] színész?#Nem.
[2011/07/21 07:06:08; ip=213.16.111.72] magyar?#Nem.
[2011/07/21 07:06:15; ip=213.16.111.72] talán amerikai?#Igen.
[2011/07/21 07:06:26; ip=213.16.111.72] férfi?#Igen.
[2011/07/21 07:06:30; ip=213.16.111.72] nő?#Nem.
[2011/07/21 07:06:34; ip=213.16.111.72] nem nő?#Igen.
[2011/07/21 07:06:56; ip=213.16.111.72] ĺ james bond?#Nem.
[2011/07/21 07:06:58; ip=213.16.111.72] ĺ james bond?#Nem.
[2011/07/21 07:07:14; ip=213.16.111.72] leszopsz?#Igen.
[2011/07/21 07:07:40; ip=213.16.111.72] 1955-ben?#Igen.
[2011/07/21 07:07:44; ip=213.16.111.72] 1955-ben született?#Nem.
[2011/07/21 07:07:47; ip=213.16.111.72] 1955-ben élt?#Igen.
[2011/07/21 07:07:53; ip=213.16.111.72] ma is él?#Nem.
[2011/07/21 07:07:55; ip=213.16.111.72] ma is él?#Nem.
[2011/07/21 07:08:01; ip=213.16.111.72] meghalt?#Nem.
[2011/07/21 07:08:02; ip=213.16.111.72] meghalt?#Nem.
[2011/07/21 10:11:40; ip=195.228.39.237] férfi?#Igen.
[2011/07/21 10:11:43; ip=195.228.39.237] nő?#Nem.
[2011/07/21 10:11:48; ip=195.228.39.237] meleg?#Igen.
[2011/07/21 10:11:53; ip=195.228.39.237] vágó istván?#Igen.
[2011/07/21 10:11:56; ip=195.228.39.237] vágó istván fia?#Igen.
[2011/07/21 10:12:00; ip=195.228.39.237] vágó istván felesége?#Igen.
[2011/07/21 10:12:05; ip=195.228.39.237] borzas györgy?#Igen.
[2011/07/21 10:12:11; ip=195.228.39.237] fejed kerek?#Nem.
[2011/07/21 10:12:15; ip=195.228.39.237] vágó istván?#Igen.
[2011/07/21 10:12:19; ip=195.228.39.237] vágó péter?#Nem.
[2011/07/21 10:12:23; ip=195.228.39.237] vágó istuka?#Igen.
[2011/07/21 10:12:28; ip=195.228.39.237] vágó ăgnes?#Nem.
[2011/07/21 10:12:32; ip=195.228.39.237] vágó istván fia?#Igen.
[2011/07/21 10:12:51; ip=195.228.39.237] varázsló?#Igen.
[2011/07/21 10:12:55; ip=195.228.39.237] hetero?#Nem.
[2011/07/21 10:12:58; ip=195.228.39.237] homo?#Nem.
[2011/07/21 10:13:00; ip=195.228.39.237] homokos?#Igen.
[2011/07/21 10:13:04; ip=195.228.39.237] hormonzavaros?#Nem.
[2011/07/21 10:13:11; ip=195.228.39.237] nem nélküli?#Igen.
